"","year","county","waste_recycled_muni","locomobiles_density","automobiles_density","factory_density","urban_density","hospital_bed","rate_material_recov","employee_industrial","family_income","oral","breast","liver","ovarian","smoke","no2","co","lung","ozone","revenue","pm","so2"
"257",2012,"宜蘭縣",69527,139.09,67,"0.42",4001.33,93.2,100,31.21,21.77,28.57,40.56,51.68,6.32,19.5741,9.1,0.34,59.31,2,227013,"50.7","4.43"
"258",2012,"屏東縣",89318,253.98,94.55,"0.34",2934.64,73,100,30.75,24.8,45.08,39.37,60.92,4.08,18.308,8.3,0.34,49.74,4,195296,"72.4","2.37"
"259",2012,"彰化縣",157748,859.78,423.91,"7.64",5472.87,60.37,100,46.4,24.62,42.47,37.47,55.85,5.31,14.8421,13.6,0.38,59.47,3,200978,"60.1","3.5"
"260",2012,"新竹市",64477,2607.32,1339.9,"12.63",7674.32,62.58,100,43.01,17.43,18.59,44.46,42.82,6.12,17.5507,15.9,0.45,38.11,1,294515,"38.6","3.1"
"261",2012,"新竹縣",65998,204.72,134.74,"1.1100000000000001",5471.91,44.54,100,51.24,17.89,19.08,30.34,35.5,3.24,19.7478,12,0.34,36.83,2,258290,"57.9","2.8"
"262",2012,"桃園市",61676.3333333333,179.395,116.29,NA,4892.105,59.5016666666667,99.9983333333333,46.6416666666667,19.1733333333333,23.6566666666667,32.3433333333333,37.6383333333333,3.44666666666667,19.5972666666667,11.7,0.353333333333333,39.6416666666667,1.83333333333333,250161.166666667,"88.9","2.9"
"263",2012,"臺中市",57354.6666666667,154.07,97.84,NA,4312.3,74.4633333333333,99.9966666666667,42.0433333333333,20.4566666666667,28.2333333333333,34.3466666666667,39.7766666666667,3.65333333333333,19.4467333333333,11.4,0.366666666666667,42.4533333333333,1.66666666666667,242032.333333333,"79.7","3.38"
"264",2012,"臺北市",53033,128.745,79.39,NA,3732.495,89.425,99.995,37.445,21.74,32.81,36.35,41.915,3.86,19.2962,11.1,0.38,45.265,1.5,233903.5,"55.1","2.66"
"265",2012,"臺南市",48711.3333333333,103.42,60.94,NA,3152.69,104.386666666667,99.9933333333333,32.8466666666667,23.0233333333333,37.3866666666667,38.3533333333333,44.0533333333333,4.06666666666667,19.1456666666667,10.8,0.393333333333333,48.0766666666667,1.33333333333333,225774.666666667,"78.4","5.3"
"266",2012,"臺東縣",44389.6666666667,78.095,42.49,NA,2572.885,119.348333333333,99.9916666666667,28.2483333333333,24.3066666666667,41.9633333333333,40.3566666666667,46.1916666666667,4.27333333333333,18.9951333333333,10.5,0.406666666666667,50.8883333333333,1.16666666666667,217645.833333333,"-","1.3"
"267",2012,"花蓮縣",40068,52.77,24.04,"0.08",1993.08,134.31,99.99,23.65,25.59,46.54,42.36,48.33,4.48,18.8446,10.2,0.42,53.7,1,209517,"40.7","1.5"
"268",2012,"苗栗縣",69427,199.02,111.22,"0.89",4697.3,62.33,100,46.15,23.88,30.14,40.43,50.89,4.08,21.0921,12.5,0.37,43.26,3,206195,"44.7","2.5"
"269",2012,"雲林縣",63810,381.27,190.63,"1.18",2947.82,56.33,100,32.14,28.81,45.57,32.91,89.31,5.06,17.2504,12.8,0.38,62.31,4,183816,"65.9","3"
"270",2012,"高雄市",411525,774.66,281.61,"2.14",5906.13,75.51,100,36.76,22.35,37.79,47.15,61.25,5.76,18.7293,17.5,0.46,50.92,17,239305,"45.7","1.95"
"271",2013,"南投縣",70587,80.52,48.58,"0.2",2239.09,64.07,100,28.72,22,44.27,38.86,51.62,4.25,17.0098,14.3,0.42,52.01,3,205953,"62.8","2.55"
"272",2013,"嘉義市",47569,3131.01,1475.32,"7.23",4963.13,152.99,100,25.54,23.18,36.18,49.1,89.34,5.91,15.7162,14.8,0.46,55.38,1,265808,"74.6","3.4"
"273",2013,"嘉義縣",67984,179.36,97.97,"0.83",1350.72,65,100,33.68,15.22,49.32,34.96,94.48,5.48,17.8369,11,0.35,71.05,2,202478,"60.7","3.1"
"274",2013,"基隆市",72973,1413.76,696.24,"1.93",5062.47,76.74,100,28.93,14.51,27.74,53.08,48.28,4.8,20.6305,1.6,0.38,57.88,1,259784,"60","2.5"
"275",2013,"宜蘭縣",70184,130.8,68.46,"0.42",3933.42,91.52,100,29.95,17.86,27.7,45.37,53.66,5.89,18.1311,8.5,0.32,65.22,2,220648,"57.4","4.45"
"276",2013,"屏東縣",96670,234.07,96.35,"0.36",2593.57,71.49,100,30.92,24.43,47.64,45.99,55.73,4.81,17.1478,8.3,0.33,54.68,4,223428,"88.7","2.53"
"277",2013,"彰化縣",169538,793.06,431.91,"8.1",5463.7,59.87,100,48.04,26.85,39.74,39.2,56.4,4.71,16.2136,13.3,0.39,56.56,3,202945,"56.7","3.7"
"278",2013,"新竹市",66729,2506.74,1367.83,"12.54",7392.65,63.97,100,41.94,14.69,19.14,48.54,45.28,5.37,14.1127,15.4,0.42,43.41,1,293219,"63.8","3"
"279",2013,"新竹縣",71917,197.73,138.48,"1.1200000000000001",5438.07,43.81,100,52.68,20.03,18.47,36.57,31.48,5.66,13.2411,11.4,0.33,38.08,2,262309,"53.3","3"
"280",2013,"桃園市",66967.3333333333,172.955,119.506666666667,NA,4864.68166666667,59.015,100,47.9933333333333,21.665,23.2283333333333,38.1116666666667,34.42,5.365,14.0945166666667,11.1,0.341666666666667,42.115,1.83333333333333,254776,"78.5","3.16"
"281",2013,"臺中市",62017.6666666667,148.18,100.533333333333,NA,4291.29333333333,74.22,100,43.3066666666667,23.3,27.9866666666667,39.6533333333333,37.36,5.07,14.9479333333333,10.8,0.353333333333333,46.15,1.66666666666667,247243,"76.7","3.58"
"282",2013,"臺北市",57068,123.405,81.56,NA,3717.905,89.425,100,38.62,24.935,32.745,41.195,40.3,4.775,15.80135,10.5,0.365,50.185,1.5,239710,"49","2.98"
"283",2013,"臺南市",52118.3333333333,98.63,62.5866666666667,NA,3144.51666666667,104.63,100,33.9333333333333,26.57,37.5033333333333,42.7366666666667,43.24,4.48,16.6547666666667,10.2,0.376666666666667,54.22,1.33333333333333,232177,"79.8","5.23"
"284",2013,"臺東縣",47168.6666666667,73.855,43.6133333333333,NA,2571.12833333333,119.835,100,29.2466666666667,28.205,42.2616666666667,44.2783333333333,46.18,4.185,17.5081833333333,9.9,0.388333333333333,58.255,1.16666666666667,224644,"-","1.3"
"285",2013,"花蓮縣",42219,49.08,24.64,"0.08",1997.74,135.04,100,24.56,29.84,47.02,45.82,49.12,3.89,18.3616,9.6,0.4,62.29,1,217111,"39.6","1.6"
"286",2013,"苗栗縣",71272,186.46,113.76,"0.91",4712.43,58.63,100,44.62,25.95,27.94,38.37,54.46,4.07,17.5981,11.9,0.35,48.09,3,226340,"48.5","2.55"
"287",2013,"雲林縣",71779,348.63,194.75,"1.3",2938.15,56.27,100,34.75,25.79,53.12,31.65,91.83,5.51,18.2521,12.2,0.37,66.26,4,212541,"84.9","3.3"
"288",2013,"高雄市",418807,708.89,286.82,"2.2400000000000002",5926.34,74.74,100,36.22,22.45,39.21,52.02,61.05,4.89,18.8578,17.4,0.44,50.72,17,255310,"41.7","2.2"
"289",2014,"南投縣",75775,77.2,49.73,"0.21",2234.13,64.07,100,27.71,28.26,44.91,37.33,48.8,5.25,17.5008,14.2,0.41,56.58,3,210877,"57.5","2.59"
"290",2014,"嘉義市",47269,3030.82,1507.87,"7",4963.33,146.59,100,23.76,24.21,36.18,59.44,81.59,7.75,16.9466,14.7,0.45,58.7,1,276010,"67.9","3.42"
"291",2014,"嘉義縣",73598,174.4,100.21,"0.77",1198.58,64.67,100,32.78,15.01,53.93,38.49,95.47,5.14,13.5396,10.9,0.34,68.41,2,209909,"53.5","3.18"
"292",2014,"基隆市",66722,1360.23,709.47,"1.9",5037.67,78.8,100,27.63,13.88,27.88,58.7,50.39,8.31,22.3976,12.1,0.4,60.31,1,261878,"46.1","2.55"
"293",2014,"宜蘭縣",67903,128.25,70.27,"0.43",3883.09,84.75,100,31.26,18.2,28.77,41.41,58.2,7.41,15.5842,9,0.31,67.57,2,241791,"59.1","4.24"
"294",2014,"屏東縣",103153,223.09,98.92,"0.38",2620.9,69.04,100,31.08,21.67,47.76,39.74,56.85,6.13,14.2419,8.6,0.32,52.13,4,231020,"84.1","2.6"
"295",2014,"彰化縣",164028,767.18,441.42,"8.19",4859.39,59.6,100,48.72,24.12,43.67,43.67,52.81,5.27,16.2636,12.7,0.38,64.42,3,201718,"53.6","3.77"
"296",2014,"新竹市",75006,2462.25,1399.92,"12.4",7588.7,65.6,100,40.3,16.81,20.83,50.23,40.97,6.71,15.9692,15.9,0.43,46.76,1,310337,"66.4","2.68"
"297",2014,"新竹縣",79445,194.47,143.39,"1.1499999999999999",5246.06,43.45,100,50.87,18.76,20.27,39.06,34.97,4.09,16.5282,11.6,0.33,42.78,2,263133,"55.9","2.89"
"298",2014,"桃園市",73674.5,169.593333333333,123.731666666667,NA,4683.125,58.65,100,46.46,19.5483333333333,26.84,40.0483333333333,38.49,4.10833333333333,17.6689,11.2166666666667,0.336666666666667,43.5483333333333,1.83333333333333,262487.833333333,"57.9","3.12"
"299",2014,"臺中市",67904,144.716666666667,104.073333333333,NA,4120.19,73.85,100,42.05,20.3366666666667,33.41,41.0366666666667,42.01,4.12666666666667,18.8096,10.8333333333333,0.343333333333333,44.3166666666667,1.66666666666667,261842.666666667,"71.7","3.59"
"300",2014,"臺北市",62133.5,119.84,84.415,NA,3557.255,89.05,100,37.64,21.125,39.98,42.025,45.53,4.145,19.9503,10.45,0.35,45.085,1.5,261197.5,"39.8","2.98"
"301",2014,"臺南市",56363,94.9633333333333,64.7566666666667,NA,2994.32,104.25,100,33.23,21.9133333333333,46.55,43.0133333333333,49.05,4.16333333333333,21.091,10.0666666666667,0.356666666666667,45.8533333333333,1.33333333333333,260552.333333333,"76.8","5.01"
"302",2014,"臺東縣",50592.5,70.0866666666667,45.0983333333333,NA,2431.385,119.45,100,28.82,22.7016666666667,53.12,44.0016666666667,52.57,4.18166666666667,22.2317,9.68333333333333,0.363333333333333,46.6216666666667,1.16666666666667,259907.166666667,"29.7","1.34"
"303",2014,"花蓮縣",44822,45.21,25.44,"7.0000000000000007E-2",1868.45,134.65,100,24.41,23.49,59.69,44.99,56.09,4.2,23.3724,9.3,0.37,47.39,1,259262,"47.4","1.78"
"304",2014,"苗栗縣",73198,179.95,116.62,"0.92",4812.03,60.34,100,45.45,28.88,29.8,39.32,51.31,5.29,19.3732,11.9,0.34,47.08,3,211057,"49.7","2.73"
"305",2014,"雲林縣",73257,337.64,199.85,"1.33",3166.37,56.82,100,35.38,28.98,53.73,32.47,92.15,4.54,17.6118,12.3,0.36,67.63,4,214592,"63.5","3.34"
"306",2014,"高雄市",419479,681.98,292.48,"2.31",6002.88,75.42,100,36.4,21.29,38.72,55.16,57.47,6.44,13.7736,16.8,0.43,57.18,17,254648,"41.8","2.17"
"307",2015,"南投縣",79805,76.2,50.89,"0.21",2225.84,64.46,100,26.75,22.48,48.28,42,46.91,5.5,20.7737,13.94,0.41,49.26,3,210930,"60.1","2.52"
"308",2015,"嘉義市",47250,3032.69,1544.69,"7.1",4383,143.84,100,26.23,22.91,35.88,57.33,91.36,8.88,11.9524,13.24,0.43,59.55,1,246260,"65.9","3.07"
"309",2015,"嘉義縣",76901,171.86,102.53,"0.75",1169.37,64.92,100,33.24,16.86,53.09,41.74,80.41,5.77,15.9962,10.32,0.34,73.29,2,218707,"44.6","2.94"
"310",2015,"基隆市",68615,1363.42,723.94,"1.93",5024.54,79.01,100,28.75,18.67,28.76,54.02,56.17,5.91,22.0411,10.83,0.36,57.24,1,283396,"45.3","2.52"
"311",2015,"宜蘭縣",75141,126.37,72.44,"0.44",3883.09,84.98,100,30.98,12.62,32.31,46.71,54.35,5.24,13.1131,8.27,0.31,67.45,2,258872,"46.3","2.29"
"312",2015,"屏東縣",112980,222.11,101.66,"0.42",2616.2,68.53,100,32.27,21.58,52.9,42.44,59.08,5.11,18.3582,8.36,0.31,58.72,4,217543,"65.7","2.31"
"313",2015,"彰化縣",166013,760.02,452.35,"8.5500000000000007",4770.18,59.31,99.99,47.64,24.42,43.21,45.3,49.73,5.66,17.0236,12.17,0.37,63.61,3,217274,"64.6","3.7"
"314",2015,"新竹市",79015,2454.19,1429.73,"12.07",7622.44,65.11,100,41.06,14.51,19.58,50.45,38.93,5.07,13.7125,15.21,0.43,53.91,1,280389,"63.5","2.63"
"315",2015,"新竹縣",78967,195.19,147.99,"1.17",5961.04,45.13,100,51.38,17.98,19.56,43.17,32.1,5.17,17.2021,10.94,0.33,43.17,2,254492,"58.9","2.7"
"316",2015,"桃園市",73421.5,169.92,127.705,NA,5275.685,59.51,99.9983333333333,47.025,19.4416666666667,24.635,44.1583333333333,33.98,5.21166666666667,16.8473833333333,10.4233333333333,0.326666666666667,44.9116666666667,2,249182.833333333,"54.9","3.65"
"317",2015,"臺中市",67876,144.65,107.42,NA,4590.33,73.89,99.9966666666667,42.67,20.9033333333333,29.71,45.1466666666667,35.86,5.25333333333333,16.4926666666667,9.90666666666667,0.323333333333333,46.6533333333333,2,243873.666666667,"51.3","2.9"
"318",2015,"臺北市",62330.5,119.38,87.135,NA,3904.975,88.27,99.995,38.315,22.365,34.785,46.135,37.74,5.295,16.13795,9.39,0.32,48.395,2,238564.5,"38.4","3.06"
"319",2015,"臺南市",56785,94.11,66.85,NA,3219.62,102.65,99.9933333333333,33.96,23.8266666666667,39.86,47.1233333333333,39.62,5.33666666666667,15.7832333333333,8.87333333333333,0.316666666666667,50.1366666666667,2,233255.333333333,"64.5","3.06"
"320",2015,"臺東縣",51239.5,68.84,46.565,NA,2534.265,117.03,99.9916666666667,29.605,25.2883333333333,44.935,48.1116666666667,41.5,5.37833333333333,15.4285166666667,8.35666666666667,0.313333333333333,51.8783333333333,2,227946.166666667,"39.4","1.35"
"321",2015,"花蓮縣",45694,43.57,26.28,"7.0000000000000007E-2",1848.91,131.41,99.99,25.25,26.75,50.01,49.1,43.38,5.42,15.0738,7.84,0.31,53.62,2,222637,"32.8","1.78"
"322",2015,"苗栗縣",82011,176.74,119.5,"0.92",4831.43,58.89,100,48.59,22.71,32.81,42.56,57.81,2.66,21.1104,11.72,0.34,49.65,3,225573,"48.3","2.71"
"323",2015,"雲林縣",78755,332.4,205.08,"1.35",3067.91,57.37,99.19,34.94,27.89,48.74,34.59,90.33,4.86,15.1039,12.52,0.36,73.47,4,219715,"61.3","3.17"
"324",2015,"高雄市",411365,676.46,297.75,"2.37",5981.61,76.57,100,35.91,20.51,40.95,56.75,63.98,6.41,15.2368,15.71,0.41,57.58,17,277245,"63.2","4.38"
"325",2016,"南投縣",83335,75.75,51.36,"...",2079.94,64.81,92.41,28.36,19.33,43.95,44.74,50.87,4.36,20.6259,13.21,0.39,55.23,3,222014,"53.3","2.59"
"326",2016,"嘉義市",47837,2998.27,1562.82,"...",4441.65,146.11,100,27.84,22.57,37.8,60.03,65.59,7.41,15.1035,13.3,0.42,65.96,1,268288,"58.6","3.14"
"327",2016,"嘉義縣",92934,170.65,103.65,"...",1119.99,66.23,100,31.33,15.68,55.89,42.5,86.55,5.82,13.5021,10.08,0.33,79.17,2,215502,"41.4","2.81"
"328",2016,"基隆市",73229,1367.69,728.51,"...",5024.47,78.42,100,29.69,15.46,30.37,59.66,51.33,9.14,21.0163,10.96,0.35,60.2,1,271870,"42.3","2.47"
"329",2016,"宜蘭縣",75765,125.74,73.39,"...",3778.68,85.37,100,31.03,18.75,36.06,53.11,58.14,5.03,12.9506,8.11,0.29,71.25,2,260027,"35","2.12"
"330",2016,"屏東縣",134135,221.59,103.03,"...",2638.97,67.53,99.92,31.95,17.35,54.8,46.3,58.39,6.46,10.5696,8.5,0.3,58.87,4,228747,"53.2","2.14"
"331",2016,"彰化縣",181448,756.56,456.91,"...",4787.13,59.28,98.99,46.58,27.99,46.69,43.51,51.43,6.22,14.2117,12.09,0.36,72.33,3,235181,"52.2","3.47"
"332",2016,"新竹市",80531,2467.36,1452.56,"...",7624.63,64.05,100,42.4,15.38,22.64,52.82,38.41,6.17,20.2428,15.26,0.41,47.79,1,337822,"51.7","2.48"
"333",2016,"新竹縣",81101,197.38,150.86,"...",6001.83,44.48,97.59,52.1,20.06,24.29,44.57,31.96,5.48,15.1934,10.52,0.31,49.13,2,277910,"51.9","2.56"
"334",2016,"桃園市",76164.3333333333,171.718333333333,130.166666666667,NA,5312.13,59.1016666666667,97.625,47.3883333333333,21.3983333333333,28.25,45.0483333333333,35.2466666666667,5.625,15.2868666666667,9.935,0.306666666666667,49.9066666666667,2,273005,"50.7","3.5"
"335",2016,"臺中市",71227.6666666667,146.056666666667,109.473333333333,NA,4622.43,73.7233333333333,97.66,42.6766666666667,22.7366666666667,32.21,45.5266666666667,38.5333333333333,5.77,15.3803333333333,9.35,0.303333333333333,50.6833333333333,2,268100,"38.3","2.63"
"336",2016,"臺北市",66291,120.395,88.78,NA,3932.73,88.345,97.695,37.965,24.075,36.17,46.005,41.82,5.915,15.4738,8.765,0.3,51.46,2,263195,"39.1","2.69"
"337",2016,"臺南市",61354.3333333333,94.7333333333333,68.0866666666667,NA,3243.03,102.966666666667,97.73,33.2533333333333,25.4133333333333,40.13,46.4833333333333,45.1066666666667,6.06,15.5672666666667,8.18,0.296666666666667,52.2366666666667,2,258290,"49.1","2.89"
"338",2016,"臺東縣",56417.6666666667,69.0716666666667,47.3933333333333,NA,2553.33,117.588333333333,97.765,28.5416666666667,26.7516666666667,44.09,46.9616666666667,48.3933333333333,6.205,15.6607333333333,7.595,0.293333333333333,53.0133333333333,2,253385,"33.1","1.29"
"339",2016,"花蓮縣",51481,43.41,26.7,"...",1863.63,132.21,97.8,23.83,28.09,48.05,47.44,51.68,6.35,15.7542,7.01,0.29,53.79,2,248480,"32.6","1.72"
"340",2016,"苗栗縣",88922,175.62,120.5,"...",5726.78,58.94,100,48.46,27.17,33.26,42.74,46.14,5.9,15.9551,11.52,0.33,53.11,3,247475,"48.8","2.38"
"341",2016,"雲林縣",86214,329.9,207.84,"...",2867.43,56.33,95.35,33.53,31.19,56.13,38.28,91.38,6.19,18.3806,12.11,0.34,70.95,4,225495,"49.6","2.93"
"342",2016,"高雄市",439217,674.42,300.95,"...",5986.61,77.99,100,35.75,18.46,40.51,55.66,61.38,6.4,11.7246,15.89,0.41,58.29,17,255844,"57.8","4.51"
"343",2017,"南投縣",439217,674.42,300.95,NA,5986.61,77.99,100,35.75,18.46,40.51,55.66,61.38,6.4,11.7246,15.89,0.41,58.29,17,255844,"48.8","2.31"
"344",2017,"嘉義市",439217,674.42,300.95,NA,5986.61,77.99,100,35.75,18.46,40.51,55.66,61.38,6.4,11.7246,15.89,0.41,58.29,17,255844,"63.7","3.41"
"345",2017,"嘉義縣",439217,674.42,300.95,NA,5986.61,77.99,100,35.75,18.46,40.51,55.66,61.38,6.4,11.7246,15.89,0.41,58.29,17,255844,"58.3","2.82"
"346",2017,"基隆市",439217,674.42,300.95,NA,5986.61,77.99,100,35.75,18.46,40.51,55.66,61.38,6.4,11.7246,15.89,0.41,58.29,17,255844,"51.7","2.3"
"347",2017,"宜蘭縣",439217,674.42,300.95,NA,5986.61,77.99,100,35.75,18.46,40.51,55.66,61.38,6.4,11.7246,15.89,0.41,58.29,17,255844,"36.5","1.91"
"348",2017,"屏東縣",439217,674.42,300.95,NA,5986.61,77.99,100,35.75,18.46,40.51,55.66,61.38,6.4,11.7246,15.89,0.41,58.29,17,255844,"-","2.45"
"349",2017,"彰化縣",439217,674.42,300.95,NA,5986.61,77.99,100,35.75,18.46,40.51,55.66,61.38,6.4,11.7246,15.89,0.41,58.29,17,255844,"54.2","3.4"
"350",2017,"新竹市",439217,674.42,300.95,NA,5986.61,77.99,100,35.75,18.46,40.51,55.66,61.38,6.4,11.7246,15.89,0.41,58.29,17,255844,"19.8","2.3"
"351",2017,"新竹縣",439217,674.42,300.95,NA,5986.61,77.99,100,35.75,18.46,40.51,55.66,61.38,6.4,11.7246,15.89,0.41,58.29,17,255844,"47.8","2.36"
"352",2017,"桃園市",439217,674.42,300.95,NA,5986.61,77.99,100,35.75,18.46,40.51,55.66,61.38,6.4,11.7246,15.89,0.41,58.29,17,255844,"57.7","3.42"
"353",2017,"臺中市",439217,674.42,300.95,NA,5986.61,77.99,100,35.75,18.46,40.51,55.66,61.38,6.4,11.7246,15.89,0.41,58.29,17,255844,"43.9","2.62"
"354",2017,"臺北市",439217,674.42,300.95,NA,5986.61,77.99,100,35.75,18.46,40.51,55.66,61.38,6.4,11.7246,15.89,0.41,58.29,17,255844,"38.7","2.76"
"355",2017,"臺南市",439217,674.42,300.95,NA,5986.61,77.99,100,35.75,18.46,40.51,55.66,61.38,6.4,11.7246,15.89,0.41,58.29,17,255844,"48.3","2.79"
"356",2017,"臺東縣",439217,674.42,300.95,NA,5986.61,77.99,100,35.75,18.46,40.51,55.66,61.38,6.4,11.7246,15.89,0.41,58.29,17,255844,"34","1.23"
"357",2017,"花蓮縣",439217,674.42,300.95,NA,5986.61,77.99,100,35.75,18.46,40.51,55.66,61.38,6.4,11.7246,15.89,0.41,58.29,17,255844,"32.3","1.68"
"358",2017,"苗栗縣",439217,674.42,300.95,NA,5986.61,77.99,100,35.75,18.46,40.51,55.66,61.38,6.4,11.7246,15.89,0.41,58.29,17,255844,"41.9","2.32"
"359",2017,"雲林縣",439217,674.42,300.95,NA,5986.61,77.99,100,35.75,18.46,40.51,55.66,61.38,6.4,11.7246,15.89,0.41,58.29,17,255844,"61.2","2.82"
"360",2017,"高雄市",439217,674.42,300.95,NA,5986.61,77.99,100,35.75,18.46,40.51,55.66,61.38,6.4,11.7246,15.89,0.41,58.29,17,255844,"64.4","4.16"
"361",2018,"南投縣",439217,674.42,300.95,NA,5986.61,77.99,100,35.75,18.46,40.51,55.66,61.38,6.4,11.7246,15.89,0.41,58.29,17,255844,"35.9","2.21"
"362",2018,"嘉義市",439217,674.42,300.95,NA,5986.61,77.99,100,35.75,18.46,40.51,55.66,61.38,6.4,11.7246,15.89,0.41,58.29,17,255844,"56.4","3.45"
"363",2018,"嘉義縣",439217,674.42,300.95,NA,5986.61,77.99,100,35.75,18.46,40.51,55.66,61.38,6.4,11.7246,15.89,0.41,58.29,17,255844,"57.5","2.7"
"364",2018,"基隆市",439217,674.42,300.95,NA,5986.61,77.99,100,35.75,18.46,40.51,55.66,61.38,6.4,11.7246,15.89,0.41,58.29,17,255844,"41.3","2.32"
"365",2018,"宜蘭縣",439217,674.42,300.95,NA,5986.61,77.99,100,35.75,18.46,40.51,55.66,61.38,6.4,11.7246,15.89,0.41,58.29,17,255844,"36.7","1.93"
"366",2018,"屏東縣",439217,674.42,300.95,NA,5986.61,77.99,100,35.75,18.46,40.51,55.66,61.38,6.4,11.7246,15.89,0.41,58.29,17,255844,"59.3","2.23"
"367",2018,"彰化縣",439217,674.42,300.95,NA,5986.61,77.99,100,35.75,18.46,40.51,55.66,61.38,6.4,11.7246,15.89,0.41,58.29,17,255844,"44.6","3.5"
"368",2018,"新竹市",439217,674.42,300.95,NA,5986.61,77.99,100,35.75,18.46,40.51,55.66,61.38,6.4,11.7246,15.89,0.41,58.29,17,255844,"46","2.04"
"369",2018,"新竹縣",439217,674.42,300.95,NA,5986.61,77.99,100,35.75,18.46,40.51,55.66,61.38,6.4,11.7246,15.89,0.41,58.29,17,255844,"38.4","2.32"
"370",2018,"桃園市",439217,674.42,300.95,NA,5986.61,77.99,100,35.75,18.46,40.51,55.66,61.38,6.4,11.7246,15.89,0.41,58.29,17,255844,"44.5","3.5"
"371",2018,"臺中市",439217,674.42,300.95,NA,5986.61,77.99,100,35.75,18.46,40.51,55.66,61.38,6.4,11.7246,15.89,0.41,58.29,17,255844,"42.8","2.47"
"372",2018,"臺北市",439217,674.42,300.95,NA,5986.61,77.99,100,35.75,18.46,40.51,55.66,61.38,6.4,11.7246,15.89,0.41,58.29,17,255844,"31.9","2.4"
"373",2018,"臺南市",439217,674.42,300.95,NA,5986.61,77.99,100,35.75,18.46,40.51,55.66,61.38,6.4,11.7246,15.89,0.41,58.29,17,255844,"53.6","2.65"
"374",2018,"臺東縣",439217,674.42,300.95,NA,5986.61,77.99,100,35.75,18.46,40.51,55.66,61.38,6.4,11.7246,15.89,0.41,58.29,17,255844,"37.1","1.22"
"375",2018,"花蓮縣",439217,674.42,300.95,NA,5986.61,77.99,100,35.75,18.46,40.51,55.66,61.38,6.4,11.7246,15.89,0.41,58.29,17,255844,"24.8","1.63"
"376",2018,"苗栗縣",439217,674.42,300.95,NA,5986.61,77.99,100,35.75,18.46,40.51,55.66,61.38,6.4,11.7246,15.89,0.41,58.29,17,255844,"45.5","2.42"
"377",2018,"雲林縣",439217,674.42,300.95,NA,5986.61,77.99,100,35.75,18.46,40.51,55.66,61.38,6.4,11.7246,15.89,0.41,58.29,17,255844,"49.2","2.65"
"378",2018,"高雄市",439217,674.42,300.95,NA,5986.61,77.99,100,35.75,18.46,40.51,55.66,61.38,6.4,11.7246,15.89,0.41,58.29,17,255844,"59.4","3.68"
